method classifier sim cls_err Batch_Separability
MDS QDA 92 0.0932203389830508 0.906779661016949
ZIFA QDA 92 0.0677966101694916 0.932203389830508
VAMF QDA 92 0.449152542372881 0.550847457627119
ZINB-WAVE QDA 92 0.127118644067797 0.872881355932203
fSCLVM QDA 92 0.26271186440678 0.73728813559322
tSNE_plx_20 LDA 93 0.449152542372881 0.550847457627119
tSNE_plx_5 LDA 93 0.338983050847458 0.661016949152542
PCA LDA 93 0.14406779661017 0.85593220338983
MDS LDA 93 0.101694915254237 0.898305084745763
ZIFA LDA 93 0.076271186440678 0.923728813559322
VAMF LDA 93 0.330508474576271 0.669491525423729
ZINB-WAVE LDA 93 0.076271186440678 0.923728813559322
fSCLVM LDA 93 0.406779661016949 0.593220338983051
tSNE_plx_20 QDA 93 0.220338983050848 0.779661016949152
tSNE_plx_5 QDA 93 0.296610169491525 0.703389830508475
PCA QDA 93 0.14406779661017 0.85593220338983
MDS QDA 93 0.110169491525424 0.889830508474576
ZIFA QDA 93 0.076271186440678 0.923728813559322
VAMF QDA 93 0.330508474576271 0.669491525423729
ZINB-WAVE QDA 93 0.0932203389830508 0.906779661016949
fSCLVM QDA 93 0.457627118644068 0.542372881355932
tSNE_plx_20 LDA 94 0.296610169491525 0.703389830508475
tSNE_plx_5 LDA 94 0.389830508474576 0.610169491525424
PCA LDA 94 0.161016949152542 0.838983050847458
MDS LDA 94 0.101694915254237 0.898305084745763
ZIFA LDA 94 0.0847457627118644 0.915254237288136
VAMF LDA 94 0.432203389830508 0.567796610169492
ZINB-WAVE LDA 94 0.127118644067797 0.872881355932203
fSCLVM LDA 94 0.372881355932203 0.627118644067797
tSNE_plx_20 QDA 94 0.194915254237288 0.805084745762712
tSNE_plx_5 QDA 94 0.364406779661017 0.635593220338983
PCA QDA 94 0.161016949152542 0.838983050847458
MDS QDA 94 0.11864406779661 0.88135593220339
ZIFA QDA 94 0.0932203389830508 0.906779661016949
VAMF QDA 94 0.423728813559322 0.576271186440678
ZINB-WAVE QDA 94 0.127118644067797 0.872881355932203
fSCLVM QDA 94 0.491525423728814 0.508474576271186
tSNE_plx_20 LDA 95 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 95 0.35593220338983 0.64406779661017
PCA LDA 95 0.101694915254237 0.898305084745763
MDS LDA 95 0.0932203389830508 0.906779661016949
ZIFA LDA 95 0.0508474576271186 0.949152542372881
VAMF LDA 95 0.406779661016949 0.593220338983051
ZINB-WAVE LDA 95 0.364406779661017 0.635593220338983
fSCLVM LDA 95 0.423728813559322 0.576271186440678
tSNE_plx_20 QDA 95 0.279661016949153 0.720338983050847
tSNE_plx_5 QDA 95 0.35593220338983 0.64406779661017
PCA QDA 95 0.101694915254237 0.898305084745763
MDS QDA 95 0.0932203389830508 0.906779661016949
ZIFA QDA 95 0.0508474576271186 0.949152542372881
VAMF QDA 95 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 95 0.372881355932203 0.627118644067797
fSCLVM QDA 95 0.415254237288136 0.584745762711864
tSNE_plx_20 LDA 96 0.296610169491526 0.703389830508474
tSNE_plx_5 LDA 96 0.23728813559322 0.76271186440678
PCA LDA 96 0.11864406779661 0.88135593220339
MDS LDA 96 0.0932203389830508 0.906779661016949
ZIFA LDA 96 0.076271186440678 0.923728813559322
VAMF LDA 96 0.271186440677966 0.728813559322034
ZINB-WAVE LDA 96 0.0508474576271186 0.949152542372881
fSCLVM LDA 96 0.0508474576271186 0.949152542372881
tSNE_plx_20 QDA 96 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 96 0.254237288135593 0.745762711864407
PCA QDA 96 0.127118644067797 0.872881355932203
MDS QDA 96 0.0932203389830508 0.906779661016949
ZIFA QDA 96 0.076271186440678 0.923728813559322
VAMF QDA 96 0.279661016949153 0.720338983050847
ZINB-WAVE QDA 96 0.0508474576271186 0.949152542372881
fSCLVM QDA 96 0.0593220338983051 0.940677966101695
tSNE_plx_20 LDA 97 0.338983050847458 0.661016949152542
tSNE_plx_5 LDA 97 0.330508474576271 0.669491525423729
PCA LDA 97 0.135593220338983 0.864406779661017
MDS LDA 97 0.11864406779661 0.88135593220339
ZIFA LDA 97 0.110169491525424 0.889830508474576
VAMF LDA 97 0.398305084745763 0.601694915254237
ZINB-WAVE LDA 97 0.101694915254237 0.898305084745763
fSCLVM LDA 97 0.110169491525424 0.889830508474576
tSNE_plx_20 QDA 97 0.296610169491525 0.703389830508475
tSNE_plx_5 QDA 97 0.338983050847458 0.661016949152542
PCA QDA 97 0.14406779661017 0.85593220338983
MDS QDA 97 0.11864406779661 0.88135593220339
ZIFA QDA 97 0.110169491525424 0.889830508474576
VAMF QDA 97 0.364406779661017 0.635593220338983
ZINB-WAVE QDA 97 0.101694915254237 0.898305084745763
fSCLVM QDA 97 0.110169491525424 0.889830508474576
tSNE_plx_20 LDA 98 0.296610169491526 0.703389830508474
tSNE_plx_5 LDA 98 0.347457627118644 0.652542372881356
PCA LDA 98 0.127118644067797 0.872881355932203
MDS LDA 98 0.101694915254237 0.898305084745763
ZIFA LDA 98 0.0932203389830508 0.906779661016949
VAMF LDA 98 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 98 0.0932203389830508 0.906779661016949
fSCLVM LDA 98 0.0254237288135593 0.974576271186441
tSNE_plx_20 QDA 98 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 98 0.288135593220339 0.711864406779661
PCA QDA 98 0.11864406779661 0.88135593220339
MDS QDA 98 0.110169491525424 0.889830508474576
ZIFA QDA 98 0.0932203389830508 0.906779661016949
VAMF QDA 98 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 98 0.101694915254237 0.898305084745763
fSCLVM QDA 98 0.0254237288135593 0.974576271186441
tSNE_plx_20 LDA 99 0.364406779661017 0.635593220338983
tSNE_plx_5 LDA 99 0.38135593220339 0.61864406779661
PCA LDA 99 0.161016949152542 0.838983050847458
MDS LDA 99 0.110169491525424 0.889830508474576
ZIFA LDA 99 0.14406779661017 0.85593220338983
VAMF LDA 99 0.364406779661017 0.635593220338983
ZINB-WAVE LDA 99 0.127118644067797 0.872881355932203
fSCLVM LDA 99 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 99 0.406779661016949 0.593220338983051
tSNE_plx_5 QDA 99 0.38135593220339 0.61864406779661
PCA QDA 99 0.161016949152542 0.838983050847458
MDS QDA 99 0.127118644067797 0.872881355932203
ZIFA QDA 99 0.135593220338983 0.864406779661017
VAMF QDA 99 0.355932203389831 0.644067796610169
ZINB-WAVE QDA 99 0.127118644067797 0.872881355932203
fSCLVM QDA 99 0.415254237288136 0.584745762711864
tSNE_plx_20 LDA 100 0.279661016949153 0.720338983050847
tSNE_plx_5 LDA 100 0.296610169491525 0.703389830508475
PCA LDA 100 0.0932203389830508 0.906779661016949
MDS LDA 100 0.076271186440678 0.923728813559322
ZIFA LDA 100 0.0677966101694916 0.932203389830508
VAMF LDA 100 0.449152542372881 0.550847457627119
ZINB-WAVE LDA 100 0.0508474576271186 0.949152542372881
fSCLVM LDA 100 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 100 0.245762711864407 0.754237288135593
tSNE_plx_5 QDA 100 0.271186440677966 0.728813559322034
PCA QDA 100 0.101694915254237 0.898305084745763
MDS QDA 100 0.076271186440678 0.923728813559322
ZIFA QDA 100 0.0677966101694916 0.932203389830508
VAMF QDA 100 0.491525423728814 0.508474576271186
ZINB-WAVE QDA 100 0.059322033898305 0.940677966101695
fSCLVM QDA 100 0.406779661016949 0.593220338983051
